FileSize,FileCount,Bandwidth,RTT,BufferSize,Parallelism,Concurrency,Pipelining,Fast,Throughput,Duration,Date,Time,Source,Destination,
5242929,1000,10000,0.04,33554432,1,1,1,1,192.635110633,207.648496866,2014-10-30,13:25:09.370447,Stampede,Gordon/Oasis,BS=32MB
5242929,1000,10000,0.04,33554432,1,1,1,0,215.769070454,185.385198116,2014-10-30,13:28:37.019989,Stampede,Gordon/Oasis,BW=10GB
5242929,1000,10000,0.04,33554432,1,1,2,1,208.316421723,192.017447948,2014-10-30,13:31:42.405450,Stampede,Gordon/Oasis,RTT=40msec
5242929,1000,10000,0.04,33554432,1,1,2,0,515.863272456,77.5406980515,2014-10-30,13:34:54.436229,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,4,1,631.280551873,63.363907814,2014-10-30,13:36:11.977376,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,4,0,432.360891639,92.5162379742,2014-10-30,13:37:15.341383,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,8,1,494.980524317,80.8120679855,2014-10-30,13:38:47.880442,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,8,0,282.538187763,141.575153112,2014-10-30,13:40:08.692722,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,16,1,765.137403521,52.2787320614,2014-10-30,13:42:30.275360,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,16,0,225.045980939,177.743180037,2014-10-30,13:43:22.554271,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,32,1,339.444055377,117.840921879,2014-10-30,13:46:20.311670,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,1,32,0,536.34619817,74.5794351101,2014-10-30,13:48:18.152822,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,1,1,883.553257017,45.2722129822,2014-10-30,13:49:32.732381,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,1,0,921.427524714,43.4113540649,2014-10-30,13:50:18.004714,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,2,1,902.813655486,44.3063988686,2014-10-30,13:51:01.416219,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,2,0,855.585111904,46.7521109581,2014-10-30,13:51:45.722801,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,4,1,1010.00251597,39.6042749882,2014-10-30,13:52:32.475350,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,4,0,973.541909939,41.08751297,2014-10-30,13:53:12.079728,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,8,1,1000.70163784,39.9723749161,2014-10-30,13:53:53.167365,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,8,0,979.3594582,40.8434479237,2014-10-30,13:54:33.139901,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,16,1,866.530264385,46.1615891457,2014-10-30,13:55:13.983498,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,16,0,1029.56499674,38.8517670631,2014-10-30,13:56:00.145231,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,32,1,972.215507191,41.1435761452,2014-10-30,13:56:38.997655,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,2,32,0,1083.85378216,36.9057340622,2014-10-30,13:57:20.141336,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,1,1,1277.57178448,31.3097379208,2014-10-30,13:57:57.047197,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,1,0,1469.00416214,27.2296299934,2014-10-30,13:58:28.357064,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,2,1,1170.9437759,34.1608421803,2014-10-30,13:58:55.586795,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,2,0,1447.47964833,27.634540081,2014-10-30,13:59:29.747744,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,4,1,1602.73812755,24.9575669765,2014-10-30,13:59:57.382378,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,4,0,1463.81261982,27.326198101,2014-10-30,14:00:22.340057,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,8,1,1434.51037146,27.8844108582,2014-10-30,14:00:49.666346,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,8,0,1185.21529387,33.7495040894,2014-10-30,14:01:17.550917,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,16,1,1542.6209917,25.9302098751,2014-10-30,14:01:51.301378,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,16,0,1591.02070222,25.1413760185,2014-10-30,14:02:17.231757,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,32,1,1430.36128001,27.965264082,2014-10-30,14:02:42.373283,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,4,32,0,1525.09222084,26.2282130718,2014-10-30,14:03:10.338650,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,1,1,1956.74093759,20.4424250126,2014-10-30,14:03:36.566988,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,1,0,1903.69808658,21.0119690895,2014-10-30,14:03:57.009644,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,2,1,1610.8588507,24.8317899704,2014-10-30,14:04:18.021717,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,2,0,1429.39558363,27.9842000008,2014-10-30,14:04:42.853724,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,4,1,1769.78275642,22.6019380093,2014-10-30,14:05:10.838158,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,4,0,1768.24848713,22.6215331554,2014-10-30,14:05:33.440341,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,8,1,2016.28808774,19.8386697769,2014-10-30,14:05:56.062065,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,8,0,1699.5827455,23.5354990959,2014-10-30,14:06:15.900876,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,16,1,1843.88450644,21.6936149597,2014-10-30,14:06:39.436616,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,16,0,1702.96088709,23.4888000488,2014-10-30,14:07:01.130941,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,32,1,1543.02843144,25.9233388901,2014-10-30,14:07:24.620008,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,8,32,0,1916.68677843,20.8695859909,2014-10-30,14:07:50.544179,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,1,1,1805.21925904,22.1582257748,2014-10-30,14:08:11.413885,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,1,0,2185.74752177,18.3006329536,2014-10-30,14:08:33.572217,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,2,1,1998.11074971,20.0191700459,2014-10-30,14:08:51.873129,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,2,0,2390.47472179,16.7332808971,2014-10-30,14:09:11.892473,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,4,1,2289.27546765,17.4730248451,2014-10-30,14:09:28.625874,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,4,0,2537.02259349,15.7667069435,2014-10-30,14:09:46.099100,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,8,1,2509.73689328,15.9381160736,2014-10-30,14:10:01.865896,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,8,0,2617.73017939,15.280602932,2014-10-30,14:10:17.804118,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,16,1,2217.19218138,18.0410439968,2014-10-30,14:10:33.084819,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,16,0,2519.93039854,15.8736829758,2014-10-30,14:10:51.125970,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,32,1,2022.23766924,19.7803411484,2014-10-30,14:11:06.999880,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,16,32,0,2435.79811053,16.4219350815,2014-10-30,14:11:26.780447,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,1,1,2124.92727493,18.8243880272,2014-10-30,14:11:43.202499,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,1,0,2826.24687304,14.1532349586,2014-10-30,14:12:02.026991,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,2,1,2680.72326219,14.9215300083,2014-10-30,14:12:16.180354,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,2,0,2686.04352565,14.8919761181,2014-10-30,14:12:31.102472,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,4,1,2647.23044216,15.1103479862,2014-10-30,14:12:45.994556,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,4,0,2748.97090981,14.551115036,2014-10-30,14:13:01.107463,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,8,1,2461.00360337,16.2537271976,2014-10-30,14:13:15.658764,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,8,0,3038.55583597,13.1643118858,2014-10-30,14:13:31.912605,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,16,1,2319.18635602,17.2476279736,2014-10-30,14:13:45.077400,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,16,0,2700.63995492,14.8114860058,2014-10-30,14:14:02.325121,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,32,1,3257.30780392,12.2802858353,2014-10-30,14:14:17.136728,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,1,32,32,0,2961.08575101,13.5087308884,2014-10-30,14:14:29.417291,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,1,1,986.401107143,40.5518751144,2014-10-30,14:14:42.926642,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,1,0,1007.89019145,39.687276125,2014-10-30,14:15:23.478624,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,2,1,1112.1050298,35.9682118893,2014-10-30,14:16:03.166003,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,2,0,447.08553647,89.4692220688,2014-10-30,14:16:39.134329,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,4,0,535.878109259,74.6446270943,2014-10-30,14:22:49.136146,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,8,1,328.124888959,121.906027079,2014-10-30,14:24:03.781032,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,8,0,670.823950779,59.6288039684,2014-10-30,14:26:05.687918,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,16,1,485.483294186,82.3929388523,2014-10-30,14:27:05.316977,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,32,1,466.49119013,85.7473781109,2014-10-30,14:33:02.330454,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,1,32,0,284.132008625,140.781002045,2014-10-30,14:34:28.078833,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,1,1,379.620011254,105.369578123,2014-10-30,14:36:48.868873,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,1,0,235.785902439,169.64705801,2014-10-30,14:38:34.238720,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,2,1,677.445268173,59.0459568501,2014-10-30,14:41:23.895010,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,2,0,269.619337968,148.358781099,2014-10-30,14:42:22.941508,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,4,1,357.785056367,111.800091982,2014-10-30,14:44:51.301168,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,4,0,799.748029747,50.0162699223,2014-10-30,14:46:43.108650,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,8,1,245.347136273,163.035871983,2014-10-30,14:47:33.125673,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,8,0,429.276053402,93.181043148,2014-10-30,14:50:16.161658,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,16,1,811.22905214,49.3084020615,2014-10-30,14:51:49.343547,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,16,0,629.810268759,63.5118231773,2014-10-30,14:52:38.652121,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,32,1,942.796725259,42.4273939133,2014-10-30,14:53:42.164108,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,2,32,0,918.600938462,43.5449669361,2014-10-30,14:54:24.591595,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,1,1,1200.47472445,33.3204989433,2014-10-30,14:55:08.136803,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,1,0,1082.18931699,36.9624931812,2014-10-30,14:55:41.457399,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,2,1,1165.10549706,34.3320529461,2014-10-30,14:56:18.420788,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,2,0,397.059596089,100.741566181,2014-10-30,14:56:52.753061,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,4,1,415.464682411,96.2786829472,2014-10-30,14:58:33.494841,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,4,0,868.813723755,46.0402638912,2014-10-30,15:00:09.773637,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,8,1,449.125001289,89.0629358292,2014-10-30,15:00:55.814017,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,8,0,448.513920576,89.1843020916,2014-10-30,15:02:24.877522,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,16,1,601.188290513,66.5355951786,2014-10-30,15:03:54.062044,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,16,0,1246.9164763,32.0794739723,2014-10-30,15:05:00.598183,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,32,1,765.936032347,52.2242369652,2014-10-30,15:05:32.677763,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,4,32,0,294.619277431,135.769757032,2014-10-30,15:06:24.902179,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,1,1,881.693125424,45.3677258492,2014-10-30,15:08:40.672629,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,1,0,1608.81282692,24.8633289337,2014-10-30,15:09:26.040452,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,2,1,1609.08857364,24.8590700626,2014-10-30,15:09:50.903880,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,2,0,585.626913936,68.3035540581,2014-10-30,15:10:15.763065,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,4,1,482.556616094,82.892647028,2014-10-30,15:11:24.066728,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,4,0,723.059873654,55.3210120201,2014-10-30,15:12:46.959481,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,8,1,1047.31645013,38.193295002,2014-10-30,15:13:42.280989,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,8,0,1506.19739588,26.5572328568,2014-10-30,15:14:20.474506,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,16,1,1360.7840075,29.3951408863,2014-10-30,15:14:47.031825,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,16,0,472.920406448,84.5816569328,2014-10-30,15:15:16.427069,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,32,1,482.126687626,82.9665660858,2014-10-30,15:16:41.018404,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,8,32,0,808.696637556,49.4628129005,2014-10-30,15:18:03.985668,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,1,1,1521.53536674,26.28952384,2014-10-30,15:18:53.449212,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,1,0,1868.31671243,21.4098901749,2014-10-30,15:19:19.738845,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,2,1,1502.26835831,26.6266889572,2014-10-30,15:19:41.148837,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,2,0,1120.61428725,35.6950819492,2014-10-30,15:20:07.776036,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,4,1,903.832307363,44.2564461231,2014-10-30,15:20:43.471254,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,4,0,815.760272309,49.0345129967,2014-10-30,15:21:27.727817,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,8,1,744.62103764,53.7191438675,2014-10-30,15:22:16.763012,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,8,0,982.201714043,40.725279808,2014-10-30,15:23:10.482269,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,16,1,1563.01804088,25.5917971134,2014-10-30,15:23:51.208291,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,16,0,1420.14096898,28.1665189266,2014-10-30,15:24:16.800184,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,32,1,2020.36277167,19.7986500263,2014-10-30,15:24:44.966808,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,16,32,0,2113.6389958,18.9249310493,2014-10-30,15:25:04.765561,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,1,1,2322.06637225,17.2262680531,2014-10-30,15:25:23.690615,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,1,0,2528.98409296,15.8168230057,2014-10-30,15:25:40.917778,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,2,1,2074.07450782,19.2859258652,2014-10-30,15:25:56.734710,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,2,0,1531.68840394,26.1152589321,2014-10-30,15:26:16.020722,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,4,1,1452.83634473,27.5326468945,2014-10-30,15:26:42.136100,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,4,0,1204.26068433,33.2157931328,2014-10-30,15:27:09.668846,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,8,1,1164.35716467,34.3540930748,2014-10-30,15:27:42.884865,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,8,0,1459.92869754,27.3988990784,2014-10-30,15:28:17.239089,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,16,1,1318.09159498,30.3472671509,2014-10-30,15:28:44.638096,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,16,0,1671.38521243,23.9325089455,2014-10-30,15:29:14.985624,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,32,1,1241.88023564,32.2095620632,2014-10-30,15:29:38.918236,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,2,32,32,0,1503.25159394,26.6093189716,2014-10-30,15:30:11.128504,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,1,1,798.487453041,50.0952219963,2014-10-30,15:30:37.738097,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,1,0,861.362632654,46.4385261536,2014-10-30,15:31:27.833430,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,2,1,689.003437138,58.0554718971,2014-10-30,15:32:14.272054,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,2,0,222.772701495,179.556940079,2014-10-30,15:33:12.327724,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,4,1,600.100380049,66.6561830044,2014-10-30,15:36:11.893155,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,4,0,541.081982323,73.9267208576,2014-10-30,15:37:18.549433,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,8,1,1072.49537191,37.2966279984,2014-10-30,15:38:32.476429,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,8,0,551.704722969,72.5032761097,2014-10-30,15:39:09.773320,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,16,1,1162.98632372,34.3945989609,2014-10-30,15:40:22.277156,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,16,0,1133.81605144,35.2794940472,2014-10-30,15:40:56.671957,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,32,1,796.954272915,50.1916418076,2014-10-30,15:41:31.951640,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,1,32,0,1256.31390294,31.8395438194,2014-10-30,15:42:22.143512,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,1,1,739.219815166,54.1116778851,2014-10-30,15:42:53.983273,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,1,0,760.799818595,52.5767810345,2014-10-30,15:43:48.095795,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,2,1,786.135357061,50.8823559284,2014-10-30,15:44:40.672668,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,2,0,788.753158005,50.7134680748,2014-10-30,15:45:31.555639,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,4,1,837.925453533,47.7374300957,2014-10-30,15:46:22.269235,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,4,0,400.324682327,99.9199099541,2014-10-30,15:47:10.006775,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,8,1,411.655997408,97.1694591045,2014-10-30,15:48:49.926943,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,8,0,712.991555885,56.1022481918,2014-10-30,15:50:27.096869,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,16,1,272.523810447,146.77758503,2014-10-30,15:51:23.199336,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,16,0,463.157294322,86.3646440506,2014-10-30,15:53:49.977585,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,32,1,394.684176839,101.347847939,2014-10-30,15:55:16.342463,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,2,32,0,315.840333348,126.647534847,2014-10-30,15:56:57.704227,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,1,1,916.624690178,43.6388120651,2014-10-30,15:59:04.352022,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,1,0,311.58894667,128.375506163,2014-10-30,15:59:47.991713,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,2,1,467.816994978,85.5043759346,2014-10-30,16:01:56.367823,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,2,0,1033.65361218,38.6980860233,2014-10-30,16:03:21.872325,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,4,1,248.389590681,161.038898945,2014-10-30,16:04:00.570518,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,4,0,618.796660886,64.6422328949,2014-10-30,16:06:41.609535,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,8,1,392.107470497,102.013847113,2014-10-30,16:07:46.252339,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,8,0,315.996130992,126.58506012,2014-10-30,16:09:28.266318,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,16,1,1013.14454,39.481482029,2014-10-30,16:11:34.860447,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,16,0,251.341037766,159.147849083,2014-10-30,16:12:14.342195,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,32,1,533.981104587,74.9097819328,2014-10-30,16:14:53.490532,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,4,32,0,395.103252567,101.240349054,2014-10-30,16:16:08.400880,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,1,1,493.111798117,81.118322134,2014-10-30,16:17:49.641342,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,1,0,761.24830103,52.5458109379,2014-10-30,16:19:10.760227,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,2,1,1540.18420149,25.9711990356,2014-10-30,16:20:03.306657,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,2,0,1461.35096957,27.3722321987,2014-10-30,16:20:29.277953,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,4,1,596.0863295,67.1050460339,2014-10-30,16:20:56.650319,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,4,0,541.190663496,73.9118380547,2014-10-30,16:22:03.755478,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,8,1,570.514260096,70.1128849983,2014-10-30,16:23:17.667419,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,8,0,1354.77411034,29.5255329609,2014-10-30,16:24:27.780892,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,16,1,1472.79757547,27.1594889164,2014-10-30,16:24:57.306505,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,16,0,486.788257608,82.1720571518,2014-10-30,16:25:24.466092,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,32,1,373.41522348,107.120438814,2014-10-30,16:26:46.638720,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,8,32,0,908.226379957,44.0423350334,2014-10-30,16:28:33.773709,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,16,1,1,2110.29795147,18.954885006,2014-10-30,16:29:17.816167,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,16,1,0,2159.48436496,18.5231580734,2014-10-30,16:29:36.771143,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,16,2,1,1228.26320363,32.56665802,2014-10-30,16:29:55.294409,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,16,2,0,887.086203884,45.0919132233,2014-10-30,16:30:27.861164,Stampede,Gordon/Oasis,
5242929,1000,10000,0.04,33554432,4,16,4,1,669.809310183,59.7190930843,2014-10-30,16:31:12.953518,Stampede,Gordon/Oasis,
