FileSize,FileCount,Bandwidth,RTT,BufferSize,Parallelism,Concurrency,Pipelining,Fast,Throughput,Duration,Date,Time,Source,Destination,Note
1073742080,16,10000,0.04,33554432,1,1,1,1,1712.783522,76.52578998,11/10/14,13:01.2,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,1,1,0,1571.523575,83.40446997,11/10/14,14:17.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,1,2,1,1655.32967,79.18186998,11/10/14,15:41.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,1,4,1,1467.997003,89.28634715,11/10/14,21:17.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,1,4,0,1684.68035,77.8023591,11/10/14,22:46.6,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,1,8,0,1718.432456,76.27425981,11/10/14,27:54.0,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,1,16,0,1431.829914,91.54166007,11/10/14,32:44.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,1,1,1371.061597,95.59897399,11/10/14,45:04.5,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,1,0,1465.603554,89.43216109,11/10/14,46:40.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,2,1,1502.766337,87.2205379,11/10/14,48:09.5,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,2,0,1525.258187,85.93436599,11/10/14,49:36.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,4,1,1284.286058,102.058327,11/10/14,51:02.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,4,0,1383.265871,94.75555301,11/10/14,52:44.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,8,0,1359.791871,96.39128995,11/10/14,00:25.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,16,0,1466.912062,89.35241318,11/10/14,06:37.4,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,32,1,1500.770709,87.33656001,11/10/14,08:06.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,2,32,0,1646.521034,79.60551596,11/10/14,09:34.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,1,1,1393.570313,94.05487704,11/10/14,10:53.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,1,0,1894.560555,69.18337822,11/10/14,12:27.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,2,1,1740.779898,75.29505205,11/10/14,13:36.9,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,2,0,1793.982665,73.062078,11/10/14,14:52.2,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,4,1,1961.675512,66.81640601,11/10/14,16:05.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,4,0,723.116497,181.2599571,11/10/14,17:12.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,8,1,1613.7339,81.22290707,11/10/14,20:13.4,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,8,0,1597.694372,82.03828311,11/10/14,21:34.6,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,16,1,1454.299281,90.12735486,11/10/14,22:56.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,16,0,1394.494545,93.99254084,11/10/14,24:26.8,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,32,1,1539.398374,85.14502192,11/10/14,26:00.8,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,4,32,0,1527.178925,85.82629299,11/10/14,27:25.9,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,1,1,2027.392612,64.65058398,11/10/14,28:51.8,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,1,0,2509.616864,52.22794294,11/10/14,29:56.4,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,2,1,1760.102477,74.46845698,11/10/14,30:48.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,2,0,2602.933557,50.35554385,11/10/14,32:03.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,4,1,2065.412951,63.46048808,11/10/14,32:53.5,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,4,0,1209.130285,108.401957,11/10/14,33:56.9,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,8,1,2118.934677,61.85755992,11/10/14,35:45.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,16,1,2086.769139,62.81105995,11/10/14,40:29.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,16,0,1933.690354,67.78340197,11/10/14,41:31.9,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,32,1,2098.177753,62.46949601,11/10/14,42:39.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,8,32,0,1616.116685,81.10312009,11/10/14,43:42.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,1,1,3453.850231,37.94957805,11/10/14,45:03.2,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,1,0,3025.053073,43.32887387,11/10/14,45:41.2,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,2,1,3764.573681,34.8172729,11/10/14,46:24.5,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,2,0,3203.148539,40.91978502,11/10/14,46:59.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,4,1,3326.889183,39.397825,11/10/14,47:40.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,4,0,3333.001694,39.32556391,11/10/14,48:19.7,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,8,1,4084.995377,32.08626795,11/10/14,48:59.0,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,8,0,3641.117612,35.99778914,11/10/14,49:31.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,16,1,3106.552754,42.19215417,11/10/14,50:07.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,16,0,3726.056642,35.17718291,11/10/14,50:49.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,32,1,3092.891927,42.3785131,11/10/14,51:24.4,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,16,32,0,2870.061926,45.66875291,11/10/14,52:06.8,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,1,1,4030.062371,32.52365398,11/10/14,52:52.5,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,1,0,3274.416774,40.02916479,11/10/14,53:25.0,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,2,1,3543.557688,36.98886681,11/10/14,54:05.1,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,2,0,3416.914169,38.3598299,11/10/14,54:42.0,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,4,1,3468.786777,37.78617191,11/10/14,55:20.4,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,4,0,3295.161253,39.77716208,11/10/14,55:58.2,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,8,1,3145.109306,41.67491913,11/10/14,56:38.0,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,8,0,3613.841141,36.2694912,11/10/14,57:19.6,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,16,1,3416.247471,38.36729503,11/10/14,57:55.9,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,16,0,3683.437544,35.58419895,11/10/14,58:34.3,Stampede,Gordon/Oasis,
1073742080,16,10000,0.04,33554432,1,32,32,1,3490.038848,37.55607891,11/10/14,59:09.9,Stampede,Gordon/Oasis,
