Note,FileSize,FileCount,Network,Source,Destination,Bandwidth,RTT,BufferSize,Parallelism,Concurrency,Pipelining,Fast,Throughput,TestBed,Protocol,Version,Dedicated,Duration,CPU,MEM,DiskBW,Power
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,1,3,OFF,87.63255719,REAL,GridFTP,gt-5.0.3,no,186.9624775,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,1,4,OFF,84.97191459,REAL,GridFTP,gt-5.0.3,no,192.816651,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,1,5,OFF,77.38361684,REAL,GridFTP,gt-5.0.3,no,211.724402,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,1,6,OFF,96.58409948,REAL,GridFTP,gt-5.0.3,no,169.6345474,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,1,7,OFF,74.55518189,REAL,GridFTP,gt-5.0.3,no,219.7566901,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,1,8,OFF,92.52806639,REAL,GridFTP,gt-5.0.3,no,177.0705975,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,1,9,OFF,101.3486145,REAL,GridFTP,gt-5.0.3,no,161.6598321,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,76.54591607,REAL,GridFTP,gt-5.0.3,no,214.0414648,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,2,2,0,OFF,107.8534026,REAL,GridFTP,gt-5.0.3,no,151.9099037,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,3,3,0,OFF,210.19018,REAL,GridFTP,gt-5.0.3,no,77.94845601,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,4,0,OFF,167.4974172,REAL,GridFTP,gt-5.0.3,no,97.81643367,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,5,0,OFF,307.1231194,REAL,GridFTP,gt-5.0.3,no,53.346684,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,6,0,OFF,271.6965057,REAL,GridFTP,gt-5.0.3,no,60.302579,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,7,0,OFF,410.9444201,REAL,GridFTP,gt-5.0.3,no,39.8691385,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,8,0,OFF,308.3780362,REAL,GridFTP,gt-5.0.3,no,53.12959445,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,9,0,OFF,195.3292936,REAL,GridFTP,gt-5.0.3,no,83.87886782,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,10,0,OFF,396.0273424,REAL,GridFTP,gt-5.0.3,no,41.37088086,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,73.17395036,REAL,GridFTP,gt-5.0.3,no,223.9048175,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,2,2,1,OFF,149.7561844,REAL,GridFTP,gt-5.0.3,no,109.4044968,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,3,3,2,OFF,150.9454975,REAL,GridFTP,gt-5.0.3,no,108.542489,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,4,3,OFF,204.6014544,REAL,GridFTP,gt-5.0.3,no,80.07763214,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,5,4,OFF,289.2710321,REAL,GridFTP,gt-5.0.3,no,56.63892399,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,6,5,OFF,276.580334,REAL,GridFTP,gt-5.0.3,no,59.237762,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,7,6,OFF,424.8708298,REAL,GridFTP,gt-5.0.3,no,38.56230847,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,8,7,OFF,279.442222,REAL,GridFTP,gt-5.0.3,no,58.6310826,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,9,8,OFF,205.9630306,REAL,GridFTP,gt-5.0.3,no,79.54825656,,,,
Chris-data,16777216,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,10,9,OFF,360.6336251,REAL,GridFTP,gt-5.0.3,no,45.43114912,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,95.30731132,REAL,GridFTP,gt-5.0.3,no,343.8141266,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,1,OFF,108.4404858,REAL,GridFTP,gt-5.0.3,no,302.174965,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,2,OFF,108.5142007,REAL,GridFTP,gt-5.0.3,no,301.9696942,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,3,OFF,108.4585007,REAL,GridFTP,gt-5.0.3,no,302.1247739,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,4,OFF,108.5768252,REAL,GridFTP,gt-5.0.3,no,301.7955253,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,5,OFF,108.4012821,REAL,GridFTP,gt-5.0.3,no,302.2842476,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,6,OFF,108.673848,REAL,GridFTP,gt-5.0.3,no,301.5260857,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,7,OFF,108.3476484,REAL,GridFTP,gt-5.0.3,no,302.4338828,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,8,OFF,108.2163633,REAL,GridFTP,gt-5.0.3,no,302.8007872,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,9,OFF,108.5641553,REAL,GridFTP,gt-5.0.3,no,301.8307462,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,109.9169172,REAL,GridFTP,gt-5.0.3,no,298.1160756,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,2,0,OFF,159.0361987,REAL,GridFTP,gt-5.0.3,no,206.041142,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,3,0,OFF,201.6676777,REAL,GridFTP,gt-5.0.3,no,162.4851358,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,4,0,OFF,298.9875492,REAL,GridFTP,gt-5.0.3,no,109.596537,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,5,0,OFF,206.9205205,REAL,GridFTP,gt-5.0.3,no,158.3603208,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,6,0,OFF,330.2803117,REAL,GridFTP,gt-5.0.3,no,99.21269552,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,7,0,OFF,302.9636807,REAL,GridFTP,gt-5.0.3,no,108.158179,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,8,0,OFF,218.6328632,REAL,GridFTP,gt-5.0.3,no,149.8768278,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,9,0,OFF,141.3617962,REAL,GridFTP,gt-5.0.3,no,231.8023743,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,10,0,OFF,378.7690604,REAL,GridFTP,gt-5.0.3,no,86.51181795,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,ON,81.78735104,REAL,GridFTP,gt-5.0.3,no,400.6487505,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,2,0,ON,159.0389335,REAL,GridFTP,gt-5.0.3,no,206.037599,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,3,0,ON,203.1493671,REAL,GridFTP,gt-5.0.3,no,161.3000349,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,4,0,ON,237.6063331,REAL,GridFTP,gt-5.0.3,no,137.908782,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,5,0,ON,329.8440579,REAL,GridFTP,gt-5.0.3,no,99.34391484,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,6,0,ON,349.9363236,REAL,GridFTP,gt-5.0.3,no,93.63989329,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,7,0,ON,465.9224836,REAL,GridFTP,gt-5.0.3,no,70.32929544,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,8,0,ON,353.5840014,REAL,GridFTP,gt-5.0.3,no,92.67387628,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,9,0,ON,220.1933223,REAL,GridFTP,gt-5.0.3,no,148.8146855,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,10,0,ON,423.7737264,REAL,GridFTP,gt-5.0.3,no,77.32428407,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,67.26323372,REAL,GridFTP,gt-5.0.3,no,487.1606402,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,2,1,0,OFF,159.0421176,REAL,GridFTP,gt-5.0.3,no,206.033474,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,3,1,0,OFF,116.1158508,REAL,GridFTP,gt-5.0.3,no,282.2009207,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,1,0,OFF,92.95608184,REAL,GridFTP,gt-5.0.3,no,352.510555,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,1,0,OFF,123.4140672,REAL,GridFTP,gt-5.0.3,no,265.5126822,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,1,0,OFF,94.90877623,REAL,GridFTP,gt-5.0.3,no,345.2578497,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,1,0,OFF,159.2130641,REAL,GridFTP,gt-5.0.3,no,205.8122566,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,1,0,OFF,92.09133513,REAL,GridFTP,gt-5.0.3,no,355.8206638,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,1,0,OFF,93.43357455,REAL,GridFTP,gt-5.0.3,no,350.7090482,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,1,0,OFF,135.5927485,REAL,GridFTP,gt-5.0.3,no,241.6648409,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,96.583112,REAL,GridFTP,gt-5.0.3,no,339.2725635,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,2,1,OFF,159.0296875,REAL,GridFTP,gt-5.0.3,no,206.049578,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,3,2,OFF,181.682815,REAL,GridFTP,gt-5.0.3,no,180.3582799,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,4,3,OFF,235.7301416,REAL,GridFTP,gt-5.0.3,no,139.006407,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,5,4,OFF,258.8175642,REAL,GridFTP,gt-5.0.3,no,126.6065543,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,6,5,OFF,238.788056,REAL,GridFTP,gt-5.0.3,no,137.2262941,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,7,6,OFF,349.831579,REAL,GridFTP,gt-5.0.3,no,93.66793042,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,8,7,OFF,250.7287104,REAL,GridFTP,gt-5.0.3,no,130.6910563,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,9,8,OFF,265.6857064,REAL,GridFTP,gt-5.0.3,no,123.3336955,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,10,9,OFF,345.7964795,REAL,GridFTP,gt-5.0.3,no,94.7609416,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,85.40437048,REAL,GridFTP,gt-5.0.3,no,383.6805987,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,2,1,1,OFF,159.0361987,REAL,GridFTP,gt-5.0.3,no,206.041142,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,3,1,2,OFF,131.2247509,REAL,GridFTP,gt-5.0.3,no,249.7089899,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,1,3,OFF,118.2178416,REAL,GridFTP,gt-5.0.3,no,277.1832031,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,1,4,OFF,119.9191118,REAL,GridFTP,gt-5.0.3,no,273.2508564,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,1,5,OFF,108.3967223,REAL,GridFTP,gt-5.0.3,no,302.2969635,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,1,6,OFF,127.1521846,REAL,GridFTP,gt-5.0.3,no,257.7069368,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,1,7,OFF,108.3899104,REAL,GridFTP,gt-5.0.3,no,302.3159617,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,1,8,OFF,126.123619,REAL,GridFTP,gt-5.0.3,no,259.808593,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,1,9,OFF,144.530487,REAL,GridFTP,gt-5.0.3,no,226.720332,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,66.45010841,REAL,GridFTP,gt-5.0.3,no,493.1218441,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,2,2,0,OFF,228.7057198,REAL,GridFTP,gt-5.0.3,no,143.275822,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,3,3,0,OFF,242.3084926,REAL,GridFTP,gt-5.0.3,no,135.2325692,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,4,0,OFF,336.3726358,REAL,GridFTP,gt-5.0.3,no,97.41577201,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,5,0,OFF,340.2871967,REAL,GridFTP,gt-5.0.3,no,96.29513046,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,6,0,OFF,369.6234165,REAL,GridFTP,gt-5.0.3,no,88.65239197,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,7,0,OFF,455.0823021,REAL,GridFTP,gt-5.0.3,no,72.00455796,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,8,0,OFF,341.0225958,REAL,GridFTP,gt-5.0.3,no,96.08747456,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,9,0,OFF,298.6450061,REAL,GridFTP,gt-5.0.3,no,109.7222432,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,10,0,OFF,459.5421476,REAL,GridFTP,gt-5.0.3,no,71.30575546,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,97.04804121,REAL,GridFTP,gt-5.0.3,no,337.6472064,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,2,2,1,OFF,259.3226299,REAL,GridFTP,gt-5.0.3,no,126.359971,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,3,3,2,OFF,279.2048123,REAL,GridFTP,gt-5.0.3,no,117.361874,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,4,4,3,OFF,342.6886419,REAL,GridFTP,gt-5.0.3,no,95.62032701,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,5,5,4,OFF,378.3397788,REAL,GridFTP,gt-5.0.3,no,86.60997822,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,6,6,5,OFF,376.5259808,REAL,GridFTP,gt-5.0.3,no,87.02719512,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,7,7,6,OFF,461.1805516,REAL,GridFTP,gt-5.0.3,no,71.05243247,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,8,8,7,OFF,305.5495339,REAL,GridFTP,gt-5.0.3,no,107.2428407,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,9,9,8,OFF,296.8904751,REAL,GridFTP,gt-5.0.3,no,110.3706678,,,,
Chris-data,33554432,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,10,10,9,OFF,431.3806899,REAL,GridFTP,gt-5.0.3,no,75.96074828,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,173.8243946,REAL,GridFTP,gt-5.0.3,no,377.0241809,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,1,OFF,180.9220473,REAL,GridFTP,gt-5.0.3,no,362.233354,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,2,OFF,216.8676046,REAL,GridFTP,gt-5.0.3,no,302.1935901,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,3,OFF,217.046834,REAL,GridFTP,gt-5.0.3,no,301.9440496,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,4,OFF,216.9817823,REAL,GridFTP,gt-5.0.3,no,302.0345732,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,5,OFF,217.0138017,REAL,GridFTP,gt-5.0.3,no,301.9900093,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,6,OFF,217.0347655,REAL,GridFTP,gt-5.0.3,no,301.9608395,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,7,OFF,216.758927,REAL,GridFTP,gt-5.0.3,no,302.3451025,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,8,OFF,217.0379808,REAL,GridFTP,gt-5.0.3,no,301.9563662,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,9,OFF,217.111971,REAL,GridFTP,gt-5.0.3,no,301.8534616,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,1,0,OFF,147.9504765,REAL,GridFTP,gt-5.0.3,no,442.959033,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,2,0,OFF,126.930989,REAL,GridFTP,gt-5.0.3,no,516.3120568,,,,
Chris-data,67108864,128,XSEDE,gridftp.lonestar.tacc.teragrid.org,gridftp.steele.purdue.teragrid.org,10000,0.063,32777216,1,3,0,OFF,168.2177168,REAL,GridFTP,gt-5.0.3,no,389.590355,,,,
