Note,FileSize,FileNumbers,Network,Source,Destination,Bandwidth,RTT,BufferSize,P,CC,PP,FAST,Throughput,TestBed,Protocol,Version,Dedicated,TransferDuration,CPU,MEM,DiskBW,Power
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,888.593418395,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,888.737401626,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,888.012505767,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,888.601416239,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,887.989270538,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,887.565259748,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,569376768,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,886.292036899,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,892.100152871,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,891.873431973,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,892.008008569,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,891.88670473,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,891.556033309,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,891.322846443,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,911212544,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,890.742352774,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,876.942976783,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,877.956046654,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,877.216538217,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,876.951608826,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,876.519038798,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,875.732644185,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,256901120,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,873.579263724,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,890.145717631,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,890.34803439,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,890.259626661,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,890.546691318,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,890.028810958,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,889.547525242,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,720371712,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,889.161260137,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,891.736235106,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,891.963262006,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,891.984573188,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,892.137218516,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,891.711271492,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,891.520540664,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,910163968,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,890.533046355,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,891.41425654,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,891.528454731,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,891.343664767,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,891.326724405,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,891.347838578,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,890.929424403,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,848297984,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,890.279025166,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,886.164380975,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,886.16036532,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,886.166165723,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,886.136941388,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,885.856619576,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,884.715311431,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,461373440,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,884.016085074,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,891.219330193,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,891.300141175,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,890.964629333,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,876.139934394,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,891.053293051,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,890.666410557,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,816840704,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,889.874846357,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,889.899656202,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,889.910432868,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,889.730342866,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,889.803447539,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,889.448963543,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,888.91745959,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,674234368,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,887.970843346,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,889.329601113,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,889.574520214,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,888.957371531,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,889.107543485,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,888.695679865,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,888.301787208,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,629145600,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,887.312594496,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,891.374117528,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,891.030091355,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,891.060913659,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,890.893526886,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,890.955921936,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,890.746651737,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,813694976,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,889.587796139,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,888.228154198,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,888.053609338,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,887.935366332,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,887.767615541,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,887.382436972,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,887.33850669,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,556793856,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,886.6884025,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,892.618422714,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,892.711828299,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,892.715470431,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,892.73328777,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,892.613108337,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,892.336552843,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,1061158912,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,891.786804353,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,869.091792797,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,868.480435345,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,867.872114278,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,867.880821903,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,867.866127887,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,865.919498267,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,181403648,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,863.605277477,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,889.590252674,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,889.51663908,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,889.166366182,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,889.141415485,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,888.975602314,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,888.803821856,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,635437056,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,886.37067956,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,888.465000949,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,888.99539655,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,888.684534378,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,888.451959375,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,888.384012101,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,888.305439577,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,602931200,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,64,na,na,OFF,887.543938249,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,651165696,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,1,na,na,OFF,889.815003377,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,651165696,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,2,na,na,OFF,889.752533099,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,651165696,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,4,na,na,OFF,889.640841534,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,651165696,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,8,na,na,OFF,889.283171175,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,651165696,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,16,na,na,OFF,889.165390848,REAL,GRIDFTP,UNKNOWN,yes,,,,,
chris-parallelism,651165696,1,DIDCLAB,didclab-ws1.cse.buffalo.edu,didclab-ws6.cse.buffalo.edu,1000000000,0.000163,131071,32,na,na,OFF,888.869327084,REAL,GRIDFTP,UNKNOWN,yes,,,,,
